Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
Europe & Central Asia,ECS,"Stocks traded, total value (% of GDP)",CM.MKT.TRAD.GD.ZS,,,,,,,,,,,,,,,,3.430723916,2.667920953,2.367962634,2.490679136,2.007409636,4.115278184,4.493420221,2.200173329,7.360734751,7.921434378,14.1936312,13.06197507,28.56097734,20.49659285,23.11325476,21.37451561,14.25177289,12.91471805,19.26024539,23.15511313,21.13133889,20.26799611,38.72541299,55.6032305,65.53103733,101.3490537,81.78793468,51.17796281,48.31771422,49.60144887,49.91411348,71.20351091,102.8666461,78.98297084,56.89197822,56.44356161,49.34667046,40.99341584,36.81663157,45.45702712,,,,,,,,
Ecuador,ECU,"Stocks traded, total value (% of GDP)",CM.MKT.TRAD.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.31397695,0.460445021,0.278279972,0.22086458,0.033593148,0.093152181,0.099848509,0.0196172,0.046236385,,,,,,,,,,,,,,,,,,,,
"Egypt, Arab Rep.",EGY,"Stocks traded, total value (% of GDP)",CM.MKT.TRAD.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.02050793,47.16259905,58.85502401,39.32088157,16.99460086,6.736544782,6.124102227,4.415257982,8.652283127,4.481359385,3.032159899,5.809573143,5.513420329,3.503414553,4.189768755,,
Euro area,EMU,"Stocks traded, total value (% of GDP)",CM.MKT.TRAD.GD.ZS,,,,,,,,,,,,,,,,1.785096142,1.674682974,1.705216201,2.116068566,1.401199751,1.379829034,1.595074513,1.334096338,2.320553456,2.353926212,6.206708444,9.282164532,16.06282038,11.6247992,13.97890257,15.31299821,11.75822904,10.3420579,14.54805192,17.43249284,15.1045314,11.40153791,31.15243661,50.83348483,62.73515439,101.2392021,78.13834432,51.49350337,48.20938315,51.88080469,52.95911068,73.06131343,102.4466311,80.98396394,48.4923708,46.32609885,42.24901231,37.15708568,37.43318585,47.18393477,47.80390745,,,,,,,
Eritrea,ERI,"Stocks traded, total value (% of GDP)",CM.MKT.TRAD.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Spain,ESP,"Stocks traded, total value (% of GDP)",CM.MKT.TRAD.GD.ZS,,,,,,,,,,,,,,,,1.574356596,1.655595822,,1.337487036,0.521532991,0.38139456,0.757500109,0.615780605,0.695812665,1.328112346,2.063713987,6.290148961,12.8194493,6.984727607,9.534219934,8.431066194,8.350180958,6.03561788,8.644407945,13.05923099,10.72740357,16.11580205,32.22288652,60.74385641,161.5750878,264.6474916,237.3908909,63.99204899,68.13505407,80.53307137,85.06759556,118.8912389,154.5720361,105.8372913,85.68760516,96.63620815,76.15211031,65.24874565,67.49611039,72.29236206,81.79498623,52.39288214,55.91872159,43.86929338,35.87296892,38.32320282,,
Estonia,EST,"Stocks traded, total value (% of GDP)",CM.MKT.TRAD.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.17818455,4.870666549,5.840065817,4.129727787,3.129760514,6.23049609,7.403314092,,,,,,,,,,,,,,,,,,
Ethiopia,ETH,"Stocks traded, total value (% of GDP)",CM.MKT.TRAD.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
European Union,EUU,"Stocks traded, total value (% of GDP)",CM.MKT.TRAD.GD.ZS,,,,,,,,,,,,,,,,1.651234823,1.545824966,1.583544884,1.980061708,1.379091381,1.343886325,1.620549418,1.424253161,2.564679521,2.545647193,6.25995732,9.191845285,15.48043002,11.33435906,13.68790266,14.76050691,11.32180915,10.18746045,14.38937195,17.78403968,15.42357853,12.50081655,30.91242881,49.42399552,60.29522028,97.8250997,75.39305988,48.75924605,45.71775415,49.92698508,50.22225226,68.94370863,96.00627542,74.94373486,45.54381063,43.44097956,39.50522509,34.72721536,35.01277065,43.93302024,,,,,,,,
Fragile and conflict affected situations,FCS,"Stocks traded, total value (% of GDP)",CM.MKT.TRAD.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Finland,FIN,"Stocks traded, total value (% of GDP)",CM.MKT.TRAD.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,0.260617994,0.469184721,0.726051627,1.027330882,2.687526627,7.353838368,6.509999726,6.541286938,2.92614424,1.184146772,1.740048133,8.753782992,12.87125588,14.31293428,3.430287086,27.30560425,47.44585058,77.67446255,167.1645717,138.2003672,102.406526,82.91387806,95.5842675,,,,,,,,,,,,,,,,,,
Fiji,FJI,"Stocks traded, total value (% of GDP)",CM.MKT.TRAD.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
France,FRA,"Stocks traded, total value (% of GDP)",CM.MKT.TRAD.GD.ZS,,,,,,,,,,,,,,,,1.564436383,1.078099583,0.85015218,1.878597306,1.536263852,1.343022319,1.290759738,1.224416592,1.360894701,1.320326768,3.152144119,7.174953505,9.570802276,6.318690369,10.8093059,9.621633406,9.727105801,8.330101223,12.13954526,14.74400454,13.19455574,16.81088673,27.08038367,40.18179352,48.46167149,79.10588796,71.19973538,68.77172021,59.79914149,62.45114681,57.87377406,86.85825593,108.8390528,82.10672306,47.54398816,51.04268015,46.41827161,40.03757774,39.31597997,40.91850738,54.45926102,,,,,,,
Faroe Islands,FRO,"Stocks traded, total value (% of GDP)",CM.MKT.TRAD.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Micronesia, Fed. Sts.",FSM,"Stocks traded, total value (% of GDP)",CM.MKT.TRAD.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gabon,GAB,"Stocks traded, total value (% of GDP)",CM.MKT.TRAD.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
United Kingdom,GBR,"Stocks traded, total value (% of GDP)",CM.MKT.TRAD.GD.ZS,,,,,,,,,,,,,,,,14.64415805,10.34992214,7.359377767,5.845538709,5.824812172,6.341150331,6.073227137,6.358091049,8.696041768,10.46259546,15.60646494,18.7883049,57.31226847,32.36727275,34.25294694,27.83044039,29.20650946,27.84005057,39.30424056,41.57215579,37.26889577,41.40608137,53.58790507,63.12377833,84.27720854,110.0438154,114.8701024,58.66199223,60.5680669,66.91058109,67.97757702,101.9674481,127.6335185,93.31030221,116.1279707,128.9702268,113.822479,91.28095942,60.11713933,76.89544235,,,,,,,,
Georgia,GEO,"Stocks traded, total value (% of GDP)",CM.MKT.TRAD.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ghana,GHA,"Stocks traded, total value (% of GDP)",CM.MKT.TRAD.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.068689308,1.266898844,0.291597521,0.232944408,0.59943984,0.765429644,0.257705552,0.139679126,0.235189121,0.162174509,0.576334466,0.820589561,0.474658689,0.247066774,0.585644839,1.000021505,0.198858092,0.316172162,0.645962183,0.123571332,0.307045187,,,,,,,0.046628436,,
Gibraltar,GIB,"Stocks traded, total value (% of GDP)",CM.MKT.TRAD.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guinea,GIN,"Stocks traded, total value (% of GDP)",CM.MKT.TRAD.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Gambia, The",GMB,"Stocks traded, total value (% of GDP)",CM.MKT.TRAD.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guinea-Bissau,GNB,"Stocks traded, total value (% of GDP)",CM.MKT.TRAD.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Equatorial Guinea,GNQ,"Stocks traded, total value (% of GDP)",CM.MKT.TRAD.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Greece,GRC,"Stocks traded, total value (% of GDP)",CM.MKT.TRAD.GD.ZS,,,,,,,,,,,,,,,,,,,,,0.512056518,0.361055611,0.241678613,0.129478977,0.0999583,0.148470799,0.18978498,1.830844851,1.090986176,1.804998446,8.148851787,4.550934845,2.370408909,4.62921014,4.295388163,4.346998124,5.645351004,14.76456715,34.63278607,128.9684764,70.22947686,27.2397124,13.23007496,16.7403847,16.55534539,19.83323299,31.63823617,38.10681146,22.98382209,17.90268887,13.67874975,8.119890284,6.229609207,10.05023739,14.03662705,9.169315514,6.32882253,7.611888544,5.605005886,7.515489791,8.724463734,,
Grenada,GRD,"Stocks traded, total value (% of GDP)",CM.MKT.TRAD.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Greenland,GRL,"Stocks traded, total value (% of GDP)",CM.MKT.TRAD.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guatemala,GTM,"Stocks traded, total value (% of GDP)",CM.MKT.TRAD.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guam,GUM,"Stocks traded, total value (% of GDP)",CM.MKT.TRAD.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guyana,GUY,"Stocks traded, total value (% of GDP)",CM.MKT.TRAD.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
High income,HIC,"Stocks traded, total value (% of GDP)",CM.MKT.TRAD.GD.ZS,,,,,,,,,,,,,,,,6.228428614,6.99671763,6.360805321,7.896751009,7.230599746,9.510560092,10.38569217,9.442513337,15.59915623,18.87594465,25.24830878,34.08719917,49.266009,40.19291637,47.09065208,33.72696757,25.58777525,23.22035896,32.51684874,35.87320539,36.97883915,44.81244219,65.11480212,82.16088442,112.9788591,163.990634,120.0221455,93.92746836,85.7926766,95.35506449,117.3652525,139.827739,184.0694639,169.5937959,131.2127074,131.1113492,131.9346872,104.7522287,110.3424378,121.682973,147.1537305,145.3735132,139.8408401,119.2348627,89.1709513,,,
"Hong Kong SAR, China",HKG,"Stocks traded, total value (% of GDP)",CM.MKT.TRAD.GD.ZS,,,,,,,,,,,,,,,,4.816835723,5.016943442,2.085762158,2.230067862,4.767518116,2.69230781,,,,,,37.28899004,89.69875974,39.22915453,50.27215923,44.95556529,43.30649647,75.23809982,109.7710691,92.58821502,66.08184397,104.0857715,255.442024,121.9440909,137.3418687,217.2764334,140.6052096,107.5677079,169.0671346,238.751308,231.9745633,390.3911713,952.6693585,715.1686487,660.25939,650.6307767,578.2194648,409.9806471,459.5643704,497.8166275,668.6382394,421.0857883,572.307203,626.64486,501.8915474,889.815804,,
Honduras,HND,"Stocks traded, total value (% of GDP)",CM.MKT.TRAD.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Heavily indebted poor countries (HIPC),HPC,"Stocks traded, total value (% of GDP)",CM.MKT.TRAD.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Croatia,HRV,"Stocks traded, total value (% of GDP)",CM.MKT.TRAD.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.352163777,0.740116823,1.002622465,0.386475292,0.289480595,0.85513308,0.502529477,0.598603983,0.69928001,1.110923535,1.68109824,3.787748433,7.41234527,4.705681855,2.360115274,1.788695519,1.480500515,0.948254756,0.932902385,0.827669435,0.835164715,0.606535022,0.772848791,0.402945966,0.535649639,,,
Haiti,HTI,"Stocks traded, total value (% of GDP)",CM.MKT.TRAD.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hungary,HUN,"Stocks traded, total value (% of GDP)",CM.MKT.TRAD.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.82447299,10.3917244,13.7048405,19.57764617,26.77822611,33.73101939,17.40954893,20.75688566,20.02374876,11.02695525,8.510981902,7.976353011,5.043973727,5.944141814,6.074511166,7.254958724,6.159423665,5.284718737,7.188576523,,
IBRD only,IBD,"Stocks traded, total value (% of GDP)",CM.MKT.TRAD.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.08276592,15.31988211,12.33141472,16.17178932,20.27284561,16.37853899,,35.24864927,19.45518877,15.58079028,19.43974548,22.7447868,21.10990641,34.34320894,83.14082813,50.12173614,74.72740173,65.7976073,45.77548849,35.2659806,43.82912911,58.8196295,173.5397385,87.17706003,77.50781753,58.97575619,75.65749606,134.1573607,,
IDA & IBRD total,IBT,"Stocks traded, total value (% of GDP)",CM.MKT.TRAD.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.72643817,14.88248601,11.95779969,15.57063871,19.60976635,15.79521738,,34.4998706,18.72982086,15.41695961,19.23225495,23.46203464,21.6256851,33.75537929,80.10922174,48.17980459,71.4859942,63.01978937,43.92044164,33.82822488,41.94002591,56.25081586,167.3270861,84.3103121,75.42591674,57.37001605,73.02938178,128.813851,,
IDA total,IDA,"Stocks traded, total value (% of GDP)",CM.MKT.TRAD.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IDA blend,IDB,"Stocks traded, total value (% of GDP)",CM.MKT.TRAD.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.578332624,8.281044344,7.104348335,14.90948383,,7.466523662,,,53.97947884,44.44038462,31.67054116,25.07109874,10.73480974,4.314705586,2.91133931,2.092575925,2.292966949,1.057247876,0.741946543,,,,,,,,
Indonesia,IDN,"Stocks traded, total value (% of GDP)",CM.MKT.TRAD.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.751907978,6.663665066,7.11149049,14.26694188,10.19458729,13.54786084,15.11530411,7.818258922,6.007057244,6.331228307,5.435232817,8.518539238,9.745347383,11.06042542,21.95988302,14.86575523,15.95192119,13.83300466,11.81177148,10.01551186,10.83343618,10.18410275,8.717538597,9.701558799,9.1090373,10.0407973,10.53427161,12.38318685,,
IDA only,IDX,"Stocks traded, total value (% of GDP)",CM.MKT.TRAD.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Isle of Man,IMN,"Stocks traded, total value (% of GDP)",CM.MKT.TRAD.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
India,IND,"Stocks traded, total value (% of GDP)",CM.MKT.TRAD.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,109.4895005,51.11711845,38.24012635,46.53351539,53.16761313,57.74374901,67.74824961,89.61788942,86.51763384,78.30256759,63.31337682,40.62754034,34.87778132,30.75279152,37.34122795,38.13432641,35.22512498,45.43918145,47.93729009,45.33755236,72.8148112,,
Not classified,INX,"Stocks traded, total value (% of GDP)",CM.MKT.TRAD.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ireland,IRL,"Stocks traded, total value (% of GDP)",CM.MKT.TRAD.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.2760111,15.56178604,19.31458759,47.78274042,45.58487777,14.68362526,20.56230899,2.441428301,3.706583721,3.075044997,3.684307585,5.20274696,9.131063313,6.37594526,4.178975549,3.99685804,3.418925905,4.154662068,6.252020743,6.394942398,7.173146451,7.471137915,8.59874132,8.317424743,,,,
"Iran, Islamic Rep.",IRN,"Stocks traded, total value (% of GDP)",CM.MKT.TRAD.GD.ZS,,,,,,,,,,,,,,,,0.295502439,0.440818014,0.250619966,0.575682972,,,,,,,,,,,,,,,0.332519536,0.602020049,0.575155002,1.549035792,0.844625233,0.790383022,1.559107742,4.070171083,1.235273831,1.353604699,2.548436182,5.923745833,3.178543623,1.770183727,2.328484826,3.545192243,4.079856231,3.489491415,2.301320553,2.338596198,8.991080934,5.075335228,2.068726792,4.081018061,2.412852197,7.994819828,23.25545529,192.9044074,,
Iraq,IRQ,"Stocks traded, total value (% of GDP)",CM.MKT.TRAD.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Iceland,ISL,"Stocks traded, total value (% of GDP)",CM.MKT.TRAD.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.212266999,0.305189999,0.614854455,1.1432677,2.389799115,6.086770032,17.499349,24.4347772,15.56798899,42.53520628,68.32155641,84.88200816,,,,,,,,,,,,,,,,,,
Israel,ISR,"Stocks traded, total value (% of GDP)",CM.MKT.TRAD.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.379243067,7.073762906,11.69102415,11.51123592,17.31147517,21.10111503,11.13345732,9.091798631,13.56100665,21.63320448,28.8549952,39.80815292,54.08870917,43.52720417,37.52643879,45.40621406,28.71543442,19.36927176,18.66734334,15.04804526,18.5789214,16.0892299,19.27107551,16.57596794,17.01211087,25.32083146,,
Italy,ITA,"Stocks traded, total value (% of GDP)",CM.MKT.TRAD.GD.ZS,,,,,,,,,,,,,,,,0.718941514,0.558924533,0.336184936,0.62464625,0.879070553,1.79647528,2.519161405,0.652346933,0.873889323,0.923844196,3.03267349,5.988759728,4.018725632,3.544648105,4.526224851,3.570029738,1.880341919,2.093084594,6.192102911,10.85749528,7.413630029,7.813374526,16.35684323,38.26100024,42.79471671,86.29750935,51.34047714,45.1499016,46.42880208,49.83021028,56.76261849,62.01170648,100.020763,57.47712975,42.12941884,31.17169065,36.88906771,37.49985044,35.94856615,95.08102946,,,,,,,,
Jamaica,JAM,"Stocks traded, total value (% of GDP)",CM.MKT.TRAD.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.391469117,2.96007807,1.485210072,1.841520037,1.573920739,0.633990665,0.605937303,0.847300985,1.348598918,1.576292307,,,,,,,,,1.772557981,4.838223917,0.497749432,0.900769625,4.319773378,2.895339528,2.310624278,3.576361679,4.957877474,0.327024474,,
Jordan,JOR,"Stocks traded, total value (% of GDP)",CM.MKT.TRAD.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.6497508,11.27592408,8.784711647,5.055212151,6.912932864,8.242892795,6.730119585,5.571583843,10.51046917,13.97545742,25.66394234,46.88343448,189.1778749,129.887918,101.8506659,120.0101664,52.59350879,31.68505208,13.20068524,8.62910644,9.947658374,8.392042759,9.212891264,6.478712784,5.610691001,5.449734168,3.786081346,3.379997321,,
Japan,JPN,"Stocks traded, total value (% of GDP)",CM.MKT.TRAD.GD.ZS,,,,,,,,,,,,,,,,11.54511447,15.72457822,14.25357915,19.14282152,15.7591801,16.30167478,21.03828766,15.43364903,21.88946173,24.29320869,32.53284609,55.60471897,79.52632826,82.78566238,85.4113891,49.17523331,28.76032448,15.51065574,20.42305793,21.39531699,20.63618625,24.1543196,23.20174961,25.50969471,43.75973119,49.93649077,38.90418739,41.42132165,51.50622236,70.66428971,89.77977242,119.4904004,143.8032735,121.5801467,73.1288226,74.14904799,69.15098025,53.35170496,116.7072678,98.93232479,125.3456507,104.527886,117.1896145,125.0591989,99.60146898,125.5195743,,
Kazakhstan,KAZ,"Stocks traded, total value (% of GDP)",CM.MKT.TRAD.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.121770056,1.421983421,2.355437325,1.82209926,3.010424259,8.588695537,2.803262716,3.699010112,0.355534906,0.283315173,0.539907561,0.296195057,0.389132448,1.440703394,0.540272166,0.470764255,0.708877256,0.190127898,0.228696861,,
Kenya,KEN,"Stocks traded, total value (% of GDP)",CM.MKT.TRAD.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.210369418,0.959689063,0.661594977,0.590908144,0.743303987,0.526465206,0.376085301,0.297512462,0.302633432,0.284307483,1.341875025,1.763492112,2.69037685,5.282644485,3.528891396,2.067688619,0.468366069,1.747647281,1.957030745,1.787515783,2.926314005,1.480395704,0.974109596,1.09044768,,,0.470230479,0.480878199,,
Kyrgyz Republic,KGZ,"Stocks traded, total value (% of GDP)",CM.MKT.TRAD.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cambodia,KHM,"Stocks traded, total value (% of GDP)",CM.MKT.TRAD.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kiribati,KIR,"Stocks traded, total value (% of GDP)",CM.MKT.TRAD.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
St. Kitts and Nevis,KNA,"Stocks traded, total value (% of GDP)",CM.MKT.TRAD.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Korea, Rep.",KOR,"Stocks traded, total value (% of GDP)",CM.MKT.TRAD.GD.ZS,,,,,,,,,,,,,,,,,,,,4.033047037,2.853728773,4.960282165,3.363435592,2.510404443,3.864855789,4.015136717,9.53666115,17.48337564,42.56672542,48.38727573,26.33189523,24.9640456,32.39582121,53.61783688,61.86769522,32.51543217,29.09129077,29.98236729,41.83598218,153.7013733,85.97444398,68.29331299,92.62381818,65.06367342,66.29349321,128.3255991,127.1601158,163.5564311,113.3560607,178.5553139,142.4526343,154.354435,123.9549512,97.01315485,86.48412133,125.7855596,106.715417,123.8950846,142.37449,116.7374336,315.6755306,,
Kuwait,KWT,"Stocks traded, total value (% of GDP)",CM.MKT.TRAD.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.81056634,7.749768608,22.70717115,56.48978526,108.6842992,35.73332633,,,3.340508558,5.847530468,11.71809909,81.51941679,114.3191164,56.31912925,,,,,13.88890057,12.50469185,23.15631256,,23.46902023,,,,2.711544517,12.42795985,,
Latin America & Caribbean (excluding high income),LAC,"Stocks traded, total value (% of GDP)",CM.MKT.TRAD.GD.ZS,,,,,,,,,,,,,,,,,,,,2.076629283,1.819395849,1.733278857,1.221423108,0.958451161,1.810785921,3.805936014,6.243887383,3.559613115,2.766917995,2.424460208,2.762528881,5.032435636,8.049227364,11.63280135,17.21991772,9.485151668,11.31670401,16.51147104,12.23894832,12.55002423,8.286902933,7.08134488,4.319038183,6.203824191,9.10777269,10.95024982,14.85355961,25.82755195,19.08961128,24.65772305,25.19320513,19.5998147,20.48540979,18.78273631,16.10340072,13.09885467,17.45660102,17.44451852,20.56500562,27.06829591,42.01345138,,
Lao PDR,LAO,"Stocks traded, total value (% of GDP)",CM.MKT.TRAD.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lebanon,LBN,"Stocks traded, total value (% of GDP)",CM.MKT.TRAD.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.490057962,4.061296227,1.903789599,0.495657067,0.674145657,0.298021197,0.614340711,0.617489926,0.889562997,4.196333811,9.129530442,3.896508506,5.876867098,2.940486621,4.883114502,1.281058898,0.926918823,0.334683564,1.298258083,1.011870018,1.764921795,1.150312064,0.686996429,0.379742966,0.732653445,,
Liberia,LBR,"Stocks traded, total value (% of GDP)",CM.MKT.TRAD.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Libya,LBY,"Stocks traded, total value (% of GDP)",CM.MKT.TRAD.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
St. Lucia,LCA,"Stocks traded, total value (% of GDP)",CM.MKT.TRAD.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Latin America & Caribbean,LCN,"Stocks traded, total value (% of GDP)",CM.MKT.TRAD.GD.ZS,,,,,,,,,,,,,,,,,,,,,1.857980832,1.71106347,1.206808795,0.94113776,1.764138399,3.709064537,6.166803171,3.638835582,2.884941866,2.5723808,2.832343565,5.018889947,7.885576902,10.94742395,16.09036372,9.155286845,10.36936543,15.58239877,11.28942842,11.53355022,7.806515821,6.577716998,4.045382681,6.324343303,9.256304835,11.18106786,14.92220043,25.65352452,18.80292176,24.28660598,25.0511842,19.48292983,20.14372943,18.40185297,15.66268039,12.80809861,16.99436473,17.23107678,20.16691731,25.75461305,39.52445378,,
Least developed countries: UN classification,LDC,"Stocks traded, total value (% of GDP)",CM.MKT.TRAD.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Low income,LIC,"Stocks traded, total value (% of GDP)",CM.MKT.TRAD.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Liechtenstein,LIE,"Stocks traded, total value (% of GDP)",CM.MKT.TRAD.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sri Lanka,LKA,"Stocks traded, total value (% of GDP)",CM.MKT.TRAD.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.651336663,5.932100006,0.654658326,0.423809964,2.048779249,1.782845737,1.331474416,0.81808536,0.828711367,1.907654703,3.814367901,2.701121836,4.424605611,3.460526295,2.98690223,2.378725086,2.960332263,8.518463569,7.078505583,2.37688594,1.990413625,3.148547326,2.106248384,1.36776733,2.5436985,1.161369602,1.058451081,2.028291254,,
