Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
Ethiopia,ETH,"Stocks traded, turnover ratio of domestic shares (%)",CM.MKT.TRNR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
European Union,EUU,"Stocks traded, turnover ratio of domestic shares (%)",CM.MKT.TRNR,,,,,,,,,,,,,,,,,15.97236366,18.4331006,20.39530107,15.25360535,15.75586047,18.46592811,19.67013666,27.2232156,24.21645947,32.00878254,41.86506408,95.98193706,57.69883403,47.88974856,71.73515727,54.30016684,59.36635876,58.17815969,65.82868048,57.62672827,37.09101247,71.84957865,135.6500446,81.44025842,120.9769191,117.8519065,104.4330485,83.53749806,86.64732928,88.03275386,93.73232539,124.5236094,214.2662704,90.6518363,87.2956074,101.9553412,73.45366532,61.70781212,86.25308048,76.86113541,,,,57.84787401,68.77895215,,
Fragile and conflict affected situations,FCS,"Stocks traded, turnover ratio of domestic shares (%)",CM.MKT.TRNR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.56900414,4.514422301,6.609463109,15.26560942,12.89059608,8.020456607,23.74043653,15.83589338,3.8390824,8.800201227,4.659727784,9.936911365,12.06258568,16.89136278,28.56391923,10.16760748,9.134794338,6.733073932,,,8.05411922,7.959690165,5.925841467,6.199163027,8.33061092,5.633896913,4.345043686,,
Finland,FIN,"Stocks traded, turnover ratio of domestic shares (%)",CM.MKT.TRNR,,,,,,,,,,,,,,,,,,,,,,,4.986591288,5.785573804,0.92149952,9.804333494,16.90208546,33.7037593,23.24034672,25.28443249,18.21502291,10.65559108,16.38073249,33.1976173,34.77851454,43.51512194,7.38703279,46.95408627,41.07393589,30.07085619,71.74228565,93.99301823,103.5662021,83.57614727,102.7175412,,,,,,,,,,,,,,,,,,
Fiji,FJI,"Stocks traded, turnover ratio of domestic shares (%)",CM.MKT.TRNR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
France,FRA,"Stocks traded, turnover ratio of domestic shares (%)",CM.MKT.TRNR,,,,,,,,,,,,,,,,15.99149574,14.64964852,12.48899872,20.97511015,17.07012405,17.24484172,20.83877014,24.15621695,19.97717338,17.06542979,22.04373595,36.05067406,57.46803622,28.88287972,32.77130356,39.17895331,34.46849259,35.66212427,35.21650632,45.41866122,42.25623788,46.0694164,58.33986341,399.585374,48.14567538,74.67689066,83.50381173,106.7765232,81.34828058,84.90327826,72.30284724,83.0052845,105.6715966,163.4043184,65.9808537,70.63373892,85.58516438,59.42284365,48.0432865,56.02475637,63.6093,,,,,,,
Faroe Islands,FRO,"Stocks traded, turnover ratio of domestic shares (%)",CM.MKT.TRNR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Micronesia, Fed. Sts.",FSM,"Stocks traded, turnover ratio of domestic shares (%)",CM.MKT.TRNR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gabon,GAB,"Stocks traded, turnover ratio of domestic shares (%)",CM.MKT.TRNR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
United Kingdom,GBR,"Stocks traded, turnover ratio of domestic shares (%)",CM.MKT.TRNR,,,,,,,,,,,,,,,,41.25687075,34.54256957,16.76789965,15.16983939,84.96742233,99.57996659,17.32362835,16.68504362,18.85245002,20.42403116,21.60139474,23.89597737,62.82827986,41.4035563,38.98949634,35.80007594,33.71614523,34.39508689,36.26914581,41.46719951,37.72611148,34.40074593,40.46377304,45.46801945,48.18526485,71.14434579,88.11061108,56.4367035,51.35192153,57.57515969,56.56635519,73.07679449,102.631986,146.431421,100.394275,119.5870284,103.5032978,75.04994197,42.43987637,66.00636507,,,,,,,,
Georgia,GEO,"Stocks traded, turnover ratio of domestic shares (%)",CM.MKT.TRNR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ghana,GHA,"Stocks traded, turnover ratio of domestic shares (%)",CM.MKT.TRNR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.357903358,3.632726124,1.129892705,0.973718641,3.657208623,4.129025746,2.161956522,1.392,4.464285714,2.857142857,6.8734375,15.18333333,8.360655738,6.789473684,6.055078729,10.08304094,2.13430462,3.453551764,8.200715828,,,,,,,,,0.353179208,,
Gibraltar,GIB,"Stocks traded, turnover ratio of domestic shares (%)",CM.MKT.TRNR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guinea,GIN,"Stocks traded, turnover ratio of domestic shares (%)",CM.MKT.TRNR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Gambia, The",GMB,"Stocks traded, turnover ratio of domestic shares (%)",CM.MKT.TRNR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guinea-Bissau,GNB,"Stocks traded, turnover ratio of domestic shares (%)",CM.MKT.TRNR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Equatorial Guinea,GNQ,"Stocks traded, turnover ratio of domestic shares (%)",CM.MKT.TRNR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Greece,GRC,"Stocks traded, turnover ratio of domestic shares (%)",CM.MKT.TRNR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.81046684,30.49286431,31.76704253,31.85230821,33.87641904,43.12260471,45.86478106,90.6889357,52.6608063,60.13483182,68.0275758,33.59768075,29.07078024,59.92351997,42.64025449,38.50559634,29.18649706,30.97503443,28.751,32.32748654,,
Grenada,GRD,"Stocks traded, turnover ratio of domestic shares (%)",CM.MKT.TRNR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Greenland,GRL,"Stocks traded, turnover ratio of domestic shares (%)",CM.MKT.TRNR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guatemala,GTM,"Stocks traded, turnover ratio of domestic shares (%)",CM.MKT.TRNR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guam,GUM,"Stocks traded, turnover ratio of domestic shares (%)",CM.MKT.TRNR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guyana,GUY,"Stocks traded, turnover ratio of domestic shares (%)",CM.MKT.TRNR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
High income,HIC,"Stocks traded, turnover ratio of domestic shares (%)",CM.MKT.TRNR,,,,,,,,,,,,,,,,,,,,,,,,,55.55696172,52.80903301,65.27095606,91.07915866,64.88143295,60.70750173,70.06277806,45.66454525,46.39482647,53.17005869,59.30574445,57.31720789,61.32075907,77.93975263,89.21988908,95.26874275,146.5670767,124.0670652,122.6226624,92.80063296,96.76513324,112.4019095,118.3130758,158.2302587,272.2790754,148.9525718,137.3561813,167.1641677,115.3922993,99.13006843,109.5036486,126.4299347,84.8060244,94.02579465,98.54566831,,,,
"Hong Kong SAR, China",HKG,"Stocks traded, turnover ratio of domestic shares (%)",CM.MKT.TRNR,,,,,,,,,,,,,,,,5.975279134,5.521362802,3.11417502,3.158708799,4.833091515,1.991756657,,,,,,28.44637365,83.97445191,31.4789892,44.58471453,41.47437689,31.60910364,45.6163818,34.31154162,46.65753125,31.47423054,37.00733609,109.6079774,59.94350206,37.43574526,59.83275782,47.06659862,38.6428612,38.1823357,46.86538453,39.9236845,44.05631757,75.94210156,118.0200189,61.30946264,54.86610643,63.63736535,38.02076817,40.86087354,44.87851938,64.95297576,40.87587241,43.38256843,59.3516973,37.1944,50.06766983,,
Honduras,HND,"Stocks traded, turnover ratio of domestic shares (%)",CM.MKT.TRNR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Heavily indebted poor countries (HIPC),HPC,"Stocks traded, turnover ratio of domestic shares (%)",CM.MKT.TRNR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.82331667,1.611571713,1.91289865,3.234386653,3.254052297,4.066189731,4.472844003,2.067382332,1.658740731,2.825054002,3.625681078,1.816471428,2.119327207,2.803862422,5.633959972,3.416871656,3.25265557,3.822774844,,,3.407056975,4.177129167,5.27361436,,,1.8616,,,
Croatia,HRV,"Stocks traded, turnover ratio of domestic shares (%)",CM.MKT.TRNR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.568593112,34.52256857,5.993956407,5.725625458,3.415990002,2.742690874,6.894528973,3.705835332,1.975025186,4.024499937,4.243044757,5.859334783,6.468295983,6.245963748,11.85542687,5.491906342,4.101596609,4.108406721,,,,,,,1.204977475,1.4628,,,
Haiti,HTI,"Stocks traded, turnover ratio of domestic shares (%)",CM.MKT.TRNR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hungary,HUN,"Stocks traded, turnover ratio of domestic shares (%)",CM.MKT.TRNR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.13774244,53.18752847,49.89742236,68.03875408,73.89285049,102.3611974,149.2724505,90.57574035,95.51778684,83.37471375,52.80956138,54.66704988,49.01517782,42.06790883,40.48146649,32.90478804,34.18028404,26.3573,40.40777481,,
IBRD only,IBD,"Stocks traded, turnover ratio of domestic shares (%)",CM.MKT.TRNR,,,,,,,,,,,,,,,,,4.3766514,3.725868558,4.892722059,14.73498807,16.06255499,10.70322836,5.077608563,6.475463112,7.077775108,9.642835292,8.776124343,14.10856011,9.752363379,12.06192308,20.9634082,17.41270186,29.78212904,25.27658883,38.95489091,30.88215712,19.61060215,40.493897,40.79424105,30.77969565,55.94169966,57.67212732,47.01414322,43.69255843,60.86013261,50.23495752,53.88168321,77.50687548,135.9991865,112.1948978,100.6005858,97.89015194,71.68992038,94.15276834,105.6636628,268.962562,154.7875854,118.1530007,122.5251535,123.9796679,167.8497806,,
IDA & IBRD total,IBT,"Stocks traded, turnover ratio of domestic shares (%)",CM.MKT.TRNR,,,,,,,,,,,,,,,,,4.3766514,3.725868558,4.892722059,14.73498807,16.06255499,10.70322836,5.077608563,6.475463112,7.077775108,9.642835292,8.776124343,14.10856011,9.752363379,12.06192308,20.9634082,17.41270186,29.78212904,25.27658883,38.09898931,30.09685163,19.59048147,40.31015564,41.46797531,32.41436447,58.78639837,58.44756866,46.85052449,43.51504311,60.53386559,53.54361679,55.57087636,77.17889122,134.6682603,110.6152612,99.41028931,96.59497029,71.58685814,94.01948142,104.4275946,266.0194472,153.4040697,117.3585835,121.6466721,123.0698383,166.4644903,,
IDA total,IDA,"Stocks traded, turnover ratio of domestic shares (%)",CM.MKT.TRNR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.505973223,2.428565356,18.97168245,35.34290102,59.64230846,103.8856833,279.2065453,137.1883237,,11.07994669,6.427622063,169.8422445,123.9556828,60.3183879,68.11056077,19.20189181,14.66102538,13.10921018,,,13.4064059,13.09492154,13.35719524,20.77213764,15.81102681,13.48465121,10.36023276,,
IDA blend,IDB,"Stocks traded, turnover ratio of domestic shares (%)",CM.MKT.TRNR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.607918622,2.123603611,21.68529343,39.88125959,64.63275248,129.5791732,467.949763,212.3361088,2.611630068,4.781531812,4.010720067,190.2138429,146.3819155,68.53965133,78.92207805,22.63625345,15.12580119,15.4128231,,,7.922955712,7.869092838,5.299138943,5.593077923,8.204811877,6.1851,3.715472812,,
Indonesia,IDN,"Stocks traded, turnover ratio of domestic shares (%)",CM.MKT.TRNR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.58836518,35.64806695,75.71326973,58.56921821,33.0419846,48.11848951,41.90885587,41.20044062,23.34549844,29.86833972,34.2128616,29.03312464,44.8358252,76.80121425,40.04503645,28.98325722,27.03758193,21.46766158,28.5160624,21.49151304,21.24298584,21.23378912,17.7675162,21.49952731,22.5271,26.43588547,,
IDA only,IDX,"Stocks traded, turnover ratio of domestic shares (%)",CM.MKT.TRNR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.33723654,4.371422231,8.608324794,16.10014017,30.76655976,25.79665043,20.98911859,13.56715143,,15.31650852,9.06354714,10.21556866,7.127086101,7.852798911,12.06974208,9.366914949,13.79326527,9.868663348,9.864787401,8.149447932,17.82639443,16.13241825,16.70237967,26.26861183,18.45023576,16.38829675,15.613,,
Isle of Man,IMN,"Stocks traded, turnover ratio of domestic shares (%)",CM.MKT.TRNR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
India,IND,"Stocks traded, turnover ratio of domestic shares (%)",CM.MKT.TRNR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,227.2754166,166.7948718,114.3608124,91.51729887,90.7333652,75.82664876,71.15280312,55.5806213,131.0811596,76.84671753,60.1935724,59.51003684,45.84522207,45.13557264,45.14324017,45.96627246,46.28908414,47.13667768,56.77190779,56.21499447,74.95060419,,
Not classified,INX,"Stocks traded, turnover ratio of domestic shares (%)",CM.MKT.TRNR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ireland,IRL,"Stocks traded, turnover ratio of domestic shares (%)",CM.MKT.TRNR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.72515051,61.85697436,65.54981171,17.96979695,29.8603519,5.238089677,7.174835707,5.239082677,6.842372467,7.398669525,17.13704558,35.48678913,16.12125867,14.6924272,7.53861152,8.600956279,8.759043768,11.55245817,16.35001018,21.060502,19.70645413,29.1258151,,,,
"Iran, Islamic Rep.",IRN,"Stocks traded, turnover ratio of domestic shares (%)",CM.MKT.TRNR,,,,,,,,,,,,,,,,8.052589197,9.677419355,5.295291123,8.976840152,,,,,,,,,,,,,,,16.4718682,15.42989654,6.053025094,10.95542643,6.338015644,5.848451949,8.132210383,16.71523208,21.23355967,14.80456713,14.20623675,26.42624181,19.7525701,12.98095696,18.56428881,30.00882111,28.70460266,19.60620035,13.45538995,16.55175104,12.81343103,20.03281937,9.443134391,16.77631801,10.8083915,18.26220725,25.28087416,37.9566045,,
Iraq,IRQ,"Stocks traded, turnover ratio of domestic shares (%)",CM.MKT.TRNR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Iceland,ISL,"Stocks traded, turnover ratio of domestic shares (%)",CM.MKT.TRNR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Israel,ISR,"Stocks traded, turnover ratio of domestic shares (%)",CM.MKT.TRNR,,,,,,,,,,,,,,,,,,,,24.46761593,34.47563748,44.13276615,30.17118438,105.4659906,10.17383674,9.422018349,21.20437705,39.8704841,42.84544056,45.45658929,63.54078413,58.6641483,44.09649102,56.61217162,76.54177135,24.07441291,22.64449705,29.99493396,33.80370366,32.07648909,43.00805239,25.99870889,26.98742769,25.37508697,32.96541063,34.62375323,39.05458508,42.3523199,89.12228461,42.14615922,47.55072414,48.81553397,31.38737101,27.33813622,23.58834677,23.11203341,23.38427403,29.88016332,33.30744425,28.8446,39.93056679,,
Italy,ITA,"Stocks traded, turnover ratio of domestic shares (%)",CM.MKT.TRNR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73.59946479,128.7871942,113.688341,120.8320689,119.1316423,114.0130165,132.1649626,117.7735345,206.3860527,265.1711047,141.3158029,124.4458195,196.2059386,162.4245899,125.1077422,350.0114862,,,,,,,,
Jamaica,JAM,"Stocks traded, turnover ratio of domestic shares (%)",CM.MKT.TRNR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.92933342,8.88228496,7.025176726,7.001990137,5.770313502,2.611447054,2.132419911,2.148884157,2.627953799,2.53767167,,,,,,,,,5.111741993,,,4.2617,10.3895,6.3005,3.6383,4.666,4.9778,0.386032742,,
Jordan,JOR,"Stocks traded, turnover ratio of domestic shares (%)",CM.MKT.TRNR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42.67325457,75.75708949,40.54881679,27.85524562,14.33759016,10.12248827,13.30287532,12.1005163,13.9671646,10.66750692,9.739929181,10.39398618,8.0095,8.090890415,,
Japan,JPN,"Stocks traded, turnover ratio of domestic shares (%)",CM.MKT.TRNR,,,,,,,,,,,,,,,,42.4633261,50.95135211,477.589161,567.3815689,57.50519414,47.51854493,61.36106751,41.94906014,49.85943896,49.70068684,47.99299249,64.81107732,73.88029529,67.11247479,61.24436709,52.60551976,34.29790038,26.88797066,31.30003465,29.77312881,32.27910187,39.38135963,49.98282463,42.85545812,45.53388936,78.58251282,75.15674106,83.72834228,78.82758898,97.189491,94.85618914,119.1691182,152.0653183,199.2650647,117.0008618,111.5608358,129.6174366,96.19358054,133.8969698,110.6604989,113.8226621,105.444196,92.84292652,119.0166159,82.3379,94.32884952,,
Kazakhstan,KAZ,"Stocks traded, turnover ratio of domestic shares (%)",CM.MKT.TRNR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.326591389,18.0737046,25.78490466,9.885873416,5.581716865,21.76361549,16.07403979,15.27166563,1.973401298,2.421495733,,2.672313513,3.750417874,7.613490589,1.891115995,1.627506898,3.435459326,0.768,0.865573318,,
Kenya,KEN,"Stocks traded, turnover ratio of domestic shares (%)",CM.MKT.TRNR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.138180792,2.251616503,2.966528047,3.956598593,5.377215916,3.552670009,,3.011016497,3.759686214,2.611630068,4.781531812,7.294839076,7.896628911,11.99037796,8.451121126,6.837969062,1.80854944,5.48742918,8.990346588,,,,,,,,1.8834,2.262045683,,
Kyrgyz Republic,KGZ,"Stocks traded, turnover ratio of domestic shares (%)",CM.MKT.TRNR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cambodia,KHM,"Stocks traded, turnover ratio of domestic shares (%)",CM.MKT.TRNR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kiribati,KIR,"Stocks traded, turnover ratio of domestic shares (%)",CM.MKT.TRNR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
St. Kitts and Nevis,KNA,"Stocks traded, turnover ratio of domestic shares (%)",CM.MKT.TRNR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Korea, Rep.",KOR,"Stocks traded, turnover ratio of domestic shares (%)",CM.MKT.TRNR,,,,,,,,,,,,,,,,,,,,50.08049977,48.74424096,85.64083262,59.79395243,50.22202973,60.56573208,55.10471736,80.021847,78.30419494,90.04853293,85.04639416,67.64761825,85.56719466,106.9795219,150.8333807,149.5631592,101.248827,127.5906282,407.8804986,139.9473146,249.7925587,289.2439849,159.8893154,231.7365702,138.7778271,122.7625537,167.0890731,160.5063459,170.8422426,252.1725001,201.9488044,149.2569306,194.1901244,134.3605384,107.7196737,105.849479,149.7507667,126.0831469,112.3584772,173.7081042,129.8341,238.5221099,,
Kuwait,KWT,"Stocks traded, turnover ratio of domestic shares (%)",CM.MKT.TRNR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.649829,19.34074543,47.59657863,93.96128415,111.2290155,40.72241684,,,5.149400159,7.088316611,9.204030217,66.46360416,89.0551952,53.42279575,,,,,,,,,,,,,3.1258,12.42349522,,
Latin America & Caribbean (excluding high income),LAC,"Stocks traded, turnover ratio of domestic shares (%)",CM.MKT.TRNR,,,,,,,,,,,,,,,,,,,19.60565891,108.4728816,79.0967574,133.9889469,35.94431758,24.84467038,42.26030481,61.59569812,56.60973896,97.16646548,66.92447912,45.52083727,43.0668244,29.94141392,38.86766431,43.90721091,94.69269727,49.04755832,47.68812758,40.85343242,36.68718155,21.63602909,30.49202713,34.50614689,25.45593362,23.65676242,28.97284277,29.37066921,31.64035929,38.9934608,72.71337371,40.44795711,44.85383086,49.2707392,47.30200587,49.92052554,49.83158236,51.98281153,47.29109538,44.51858396,55.49370659,59.15478474,,,
Lao PDR,LAO,"Stocks traded, turnover ratio of domestic shares (%)",CM.MKT.TRNR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lebanon,LBN,"Stocks traded, turnover ratio of domestic shares (%)",CM.MKT.TRNR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.800083472,23.83494784,13.7327478,4.557591139,7.486520917,4.283387622,8.870292887,8.747019905,8.531516709,18.75530163,24.68786684,9.002494903,17.85639381,8.100658219,14.78465979,5.65360987,,,,,,,,2.5332,3.4663281,,
Liberia,LBR,"Stocks traded, turnover ratio of domestic shares (%)",CM.MKT.TRNR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Libya,LBY,"Stocks traded, turnover ratio of domestic shares (%)",CM.MKT.TRNR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
St. Lucia,LCA,"Stocks traded, turnover ratio of domestic shares (%)",CM.MKT.TRNR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Latin America & Caribbean,LCN,"Stocks traded, turnover ratio of domestic shares (%)",CM.MKT.TRNR,,,,,,,,,,,,,,,,,,,19.60565891,108.4728816,79.0967574,133.9889469,35.94431758,24.84467038,42.26030481,61.59569812,56.60973896,97.16646548,66.92447912,45.52083727,43.0668244,29.94141392,33.00699346,37.79377176,74.52222698,37.36010661,31.75013872,32.02975168,29.00268474,18.19400744,25.15756995,30.22432315,22.10224943,20.96625132,25.7500958,26.94099308,29.40187286,36.94627015,67.1871795,37.60136876,41.45528017,45.2911345,43.23113976,45.61042657,45.07466322,46.36205337,42.23445528,40.04737104,49.95943059,53.89117928,,,
Least developed countries: UN classification,LDC,"Stocks traded, turnover ratio of domestic shares (%)",CM.MKT.TRNR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.55985881,7.790387391,10.88565737,19.29154704,42.76397408,53.9358111,38.74053899,22.56412094,,,0.132728882,0.441050256,3.656794122,8.105570289,12.47061915,11.17730338,11.6241082,4.663435971,,,23.09364981,20.78692693,21.75655382,30.75356744,20.85801376,20.37811424,16.61975239,,
Low income,LIC,"Stocks traded, turnover ratio of domestic shares (%)",CM.MKT.TRNR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Liechtenstein,LIE,"Stocks traded, turnover ratio of domestic shares (%)",CM.MKT.TRNR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sri Lanka,LKA,"Stocks traded, turnover ratio of domestic shares (%)",CM.MKT.TRNR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.16010429,12.43785726,9.802257553,18.7727995,26.56589465,15.26168991,18.87870433,12.59684509,12.79290682,22.59639053,13.04435268,25.06994127,24.67419081,9.864787401,8.149447932,10.98008377,8.619835215,6.500423358,7.608471075,7.046046151,5.9933,10.71649133,,
Lower middle income,LMC,"Stocks traded, turnover ratio of domestic shares (%)",CM.MKT.TRNR,,,,,,,,,,,,,,,,,9.677419355,5.295291123,8.976840152,,,,,,,,,,,,,,,,3.658047083,3.110854374,16.28022717,45.46435768,34.64703673,50.18308605,65.05179442,139.1225202,95.98367858,78.06229408,77.81054799,80.73537371,71.18804615,52.73628331,115.3130938,66.69002242,51.57629471,46.01088737,38.1488827,35.89057096,36.07140169,37.3840819,38.40974677,39.50071171,47.36145024,44.89700831,56.78274516,,
Low & middle income,LMY,"Stocks traded, turnover ratio of domestic shares (%)",CM.MKT.TRNR,,,,,,,,,,,,,,,,,4.3766514,3.725868558,4.892722059,14.73498807,16.06255499,10.70322836,5.077608563,6.475463112,7.077775108,9.642835292,8.776124343,14.10856011,9.752363379,12.06192308,20.9634082,17.41270186,31.43882265,26.45091881,40.33554605,31.55586199,20.7156269,42.77907062,45.19454548,34.52477222,63.08518687,62.64829072,51.07373459,46.60827585,64.14930546,56.52946476,58.25242279,80.05911156,139.8078073,114.9911342,102.9383717,99.72459055,73.71796623,97.05638962,107.598447,272.9225167,156.7411911,120.0577938,124.7584368,125.9206354,169.3686936,,
Lesotho,LSO,"Stocks traded, turnover ratio of domestic shares (%)",CM.MKT.TRNR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Late-demographic dividend,LTE,"Stocks traded, turnover ratio of domestic shares (%)",CM.MKT.TRNR,,,,,,,,,,,,,,,,,,,,,,,8.81974634,13.21623592,11.14600709,9.932172528,7.863413728,20.87914195,10.85707024,16.64177762,40.49622285,30.36305228,50.72620221,26.60050185,25.40245458,30.66030181,10.67079207,47.98481088,35.7275947,38.2190658,36.31705826,28.8419878,24.23273186,29.97320562,63.97295932,51.93139857,55.82199932,95.89225519,156.4093498,141.7769349,125.0920517,121.2139291,87.99336713,120.2520612,133.6768336,348.1668628,190.626542,147.0512324,151.7071851,155.3368753,208.3851488,,
Lithuania,LTU,"Stocks traded, turnover ratio of domestic shares (%)",CM.MKT.TRNR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Luxembourg,LUX,"Stocks traded, turnover ratio of domestic shares (%)",CM.MKT.TRNR,,,,,,,,,,,,,,,,,,,,,,,1.06111392,1.059023529,1.244231375,1.508863906,2.634817878,1.755915806,3.012853519,1.976213922,1.886561466,1.307667749,0.965157648,1.093607387,0.942689301,0.674774965,1.586157085,2.938080208,4.055366403,2.646704134,3.593606871,1.897592112,1.251637405,0.758065004,0.790709872,0.442355187,0.302300563,0.146924939,2.688084152,0.267382046,0.175835659,0.181479642,0.163424293,0.152007532,0.174852547,0.203579865,0.133140966,0.124099438,0.160594981,0.1101,0.092907066,,
